Wavenumber	Absorbance
2142.30364	0.0035071249180995273
2142.33377	0.0034262605976138893
2142.3639	0.0033553962771282614
2142.39404	0.0032945316697788884
2142.42417	0.0032336673492932566
2142.4543	0.0031728030288076248
2142.48444	0.003106938421458233
2142.51457	0.0030310741009726277
2142.54471	0.002960209493623245
2142.57484	0.002899345173137599
2142.60497	0.0028484808526519773
2142.63511	0.0028176162453025927
2142.66524	0.002796751924816973
2142.69538	0.0027808873174675897
2142.72551	0.002755022996981951
2142.75564	0.0027241586764963355
2142.78578	0.002678294069146936
2142.81591	0.002637429748661324
2142.84604	0.0026115654281756995
2142.87618	0.0026157008208263083
2142.90631	0.002649836500340688
2142.93645	0.0027139718929912876
2142.96658	0.002798107572505676
2142.99671	0.002872243252020054
2143.02685	0.0029163786446706613
2143.05698	0.002905514324185038
2143.08711	0.0028246500036994
2143.11725	0.00268378539635003
2143.14738	0.002487921075864402
2143.17752	0.002267056468515008
2143.20765	0.0020511921480294015
2143.23778	0.0018603278275437507
2143.26792	0.00171446322019439
2143.29805	0.0016135988997087458
2143.32819	0.0015427342923593629
2143.35832	0.001491869971873755
2143.38845	0.0014410056513881053
2143.41859	0.0013901410440387285
2143.44872	0.0013292767235530967
2143.47885	0.0012734124030674698
2143.50899	0.0012275477957180841
2143.53912	0.0011916834752324634
2143.56926	0.001170818867883075
2143.59939	0.0011549545473974465
2143.62952	0.001134090226911827
2143.65966	0.0010982256195624374
2143.68979	0.0010523612990768205
2143.71992	0.0009964969785911937
2143.75006	0.000950632371241808
2143.78019	0.0009247680507561834
2143.81033	0.0009089034434068
2143.84046	0.0009080391229211726
2143.87059	0.0009071748024355453
2143.90073	0.000896310195086153
2143.93086	0.0008704458746005284
2143.961	0.0008295812672511477
2143.99113	0.000788716946765522
2144.02126	0.0007578526262798924
2144.0514	0.0007419880189305089
2144.08153	0.0007461236984448866
2144.11166	0.0007602593779592465
2144.1418	0.0007743947706098792
2144.17193	0.0007685304501242468
2144.20207	0.0007476658427748722
2144.2322	0.0007118015222892377
2144.26233	0.0006709372018035981
2144.29247	0.0006350725944542362
2144.3226	0.0006192082739685939
2144.35274	0.0006083436666192155
2144.38287	0.0006074793461335881
2144.413	0.0006016150256479558
2144.44314	0.0005907504182985773
2144.47327	0.0005698860978129439
2144.5034	0.0005540217773273154
2144.53354	0.0005431571699779508
2144.56367	0.0005472928494923007
2144.59381	0.0005564282421429423
2144.62394	0.0005755639216572933
2144.65407	0.000579699601171671
2144.68421	0.0005688349938222786
2144.71434	0.0005379706733366629
2144.74447	0.0004921063528510322
2144.77461	0.0004412417455016415
2144.80474	0.0004053774250160208
2144.83488	0.00038951281766663737
2144.86501	0.00039864849718100615
