# Wavenumber / cm-1 	 Absorbance / OD
1.945436230000000251e+03	2.437761435513663422e-04
1.945466360000000350e+03	2.634914128754328733e-04
1.945496500000000424e+03	2.732065876987627151e-04
1.945526630000000296e+03	2.679218570228181218e-04
1.945556760000000395e+03	2.476371263468862827e-04
1.945586900000000469e+03	2.123523011702127539e-04
1.945617030000000341e+03	1.770675704942797912e-04
1.945647160000000440e+03	1.517828398183290739e-04
1.945677300000000287e+03	1.414980146416666695e-04
1.945707430000000386e+03	1.512132839657231997e-04
1.945737570000000460e+03	1.809284587890730434e-04
1.945767700000000332e+03	2.156437281131268202e-04
1.945797830000000431e+03	2.503589974371805971e-04
1.945827970000000278e+03	2.700741722605343176e-04
1.945858100000000377e+03	2.747894415845719696e-04
1.945888230000000249e+03	2.595047109086590087e-04
1.945918370000000323e+03	2.392198857319866034e-04
1.945948500000000422e+03	2.239351550560320092e-04
1.945978640000000269e+03	2.236503298793796057e-04
1.946008770000000368e+03	2.333655992034361359e-04
1.946038900000000467e+03	2.530808685274887893e-04
1.946069040000000314e+03	2.777960433508336324e-04
1.946099170000000413e+03	2.875113126748901626e-04
1.946129310000000260e+03	2.872264874982238814e-04
1.946159440000000359e+03	2.719417568222831649e-04
1.946189570000000458e+03	2.566570261463563263e-04
1.946219710000000305e+03	2.463722009696800441e-04
1.946249840000000404e+03	2.510874702937454517e-04
1.946279970000000276e+03	2.658027396178069823e-04
1.946310110000000350e+03	2.955179144411429482e-04
1.946340240000000449e+03	3.202331837652006019e-04
1.946370380000000296e+03	3.349483585885493220e-04
1.946400510000000395e+03	3.346636279125958513e-04
1.946430640000000267e+03	3.193788972366551349e-04
1.946460780000000341e+03	2.940940720600054847e-04
1.946490910000000440e+03	2.688093413840408896e-04
1.946521040000000312e+03	2.535246107081279288e-04
1.946551180000000386e+03	2.532397855314616475e-04
1.946581310000000258e+03	2.679550548554954226e-04
1.946611450000000332e+03	2.876702296788491431e-04
1.946641580000000431e+03	3.123854990029067968e-04
1.946671710000000303e+03	3.321007683269733279e-04
1.946701850000000377e+03	3.368159431502981693e-04
1.946731980000000249e+03	3.315312124743674538e-04
1.946762120000000323e+03	3.162463872977000490e-04
1.946792250000000422e+03	3.009616566217593325e-04
1.946822380000000294e+03	2.856769259458186161e-04
1.946852520000000368e+03	2.753921007691562117e-04
1.946882650000000467e+03	2.651073700932066179e-04
